Season,Zone,Region,District,LZ System,LZ Type,Livelihood Zone,LZ pop..,"Stressed
IPC Phase 2","Crisis
IPC Phase 3","Emergency
IPC Phase 4","Catastrophe
IPC Phase 5"
2018 (Jan),Shabelle,Lower Shabelle,Kurtunwaarey,Urban,Urban,Urban,"8,613","3,015",0,0,0
2018 (Jan),Shabelle,Lower Shabelle,Qoryooley,Urban,Urban,Urban,"42,398","14,839",0,0,0
2018 (Jan),Shabelle,Lower Shabelle,Sablaale,Urban,Urban,Urban,"6,658","2,330",0,0,0
2018 (Jan),Shabelle,Lower Shabelle,Wanla Weyn,Urban,Urban,Urban,"42,126","14,744",0,0,0
2018 (Jan),South,Bay,Baydhaba,Urban,Urban,Urban,"36,576","11,887",0,0,0
2018 (Jan),South,Bay,Buur Hakaba,Urban,Urban,Urban,"25,192","5,668",0,0,0
2018 (Jan),South,Bay,Diinsoor,Urban,Urban,Urban,"23,692","5,331",0,0,0
2018 (Jan),South,Bay,Qansax Dheere,Urban,Urban,Urban,"7,586","1,138","1,138",0,0
2018 (Jan),South,Bakool,Xudur,Urban,Urban,Urban,"19,992","3,998","3,998",0,0
2018 (Jan),South,Bakool,Ceel Barde,Urban,Urban,Urban,"4,626","1,850",0,0,0
2018 (Jan),South,Bakool,Tayeeglow,Urban,Urban,Urban,"17,898","7,159",0,0,0
2018 (Jan),South,Bakool,Waajid,Urban,Urban,Urban,"19,413","3,883","3,883",0,0
2018 (Jan),South,Gedo,Garbahaarey,Urban,Urban,Urban,"18,422","3,684",0,0,0
2018 (Jan),South,Gedo,Baardheere,Urban,Urban,Urban,"30,369","6,074",0,0,0
2018 (Jan),South,Gedo,Belet Xaawo,Urban,Urban,Urban,"26,920","5,384",0,0,0
2018 (Jan),South,Gedo,Ceel Waaq,Urban,Urban,Urban,"10,106","2,021",0,0,0
2018 (Jan),South,Gedo,Doolow,Urban,Urban,Urban,"7,559","1,512",0,0,0
2018 (Jan),South,Gedo,Luuq,Urban,Urban,Urban,"15,765","3,153",0,0,0
2018 (Jan),Juba,Middle Juba,Bu'aale,Urban,Urban,Urban,"17,475","4,369",0,0,0
2018 (Jan),Juba,Middle Juba,Jilib,Urban,Urban,Urban,"20,761","5,190",0,0,0
2018 (Jan),Juba,Middle Juba,Saakow,Urban,Urban,Urban,"18,006","3,601",0,0,0
2018 (Jan),Juba,Lower Juba,Kismaayo,Urban,Urban,Urban,"116,440","30,274","22,124","3,493",0
2018 (Jan),Juba,Lower Juba,Afmadow,Urban,Urban,Urban,"34,783","9,131",0,0,0
2018 (Jan),Juba,Lower Juba,Badhaadhe,Urban,Urban,Urban,"11,483","3,014",0,0,0
2018 (Jan),Juba,Lower Juba,Jamaame,Urban,Urban,Urban,"10,155","2,666",0,0,0
2018 (Jan),South,Banadir,Banadir,Urban,Urban,Urban,"1,280,939","128,094","51,238",0,0
2018 (Jan),North West,Awdal,Borama,IDP,IDP,IDP,60,60,0,0,0
2018 (Jan),North West,Awdal,Baki,IDP,IDP,IDP,0,0,0,0,0
2018 (Jan),North West,Awdal,Lughaye,IDP,IDP,IDP,"7,860","7,860",0,0,0
2018 (Jan),North West,Awdal,Zeylac,IDP,IDP,IDP,70,70,0,0,0
2018 (Jan),North West,Woqooyi Galbeed,Hargeysa,IDP,IDP,IDP,"44,000","32,120","7,040",880,0
2018 (Jan),North West,Woqooyi Galbeed,Berbera,IDP,IDP,IDP,590,236,165,24,0
2018 (Jan),North West,Woqooyi Galbeed,Gebiley,IDP,IDP,IDP,0,0,0,0,0
2018 (Jan),North West,Togdheer,Burco,IDP,IDP,IDP,"25,760","9,016","7,213","3,864",0
2018 (Jan),North West,Togdheer,Buuhoodle,IDP,IDP,IDP,0,0,0,0,0
2018 (Jan),North West,Togdheer,Owdweyne,IDP,IDP,IDP,0,0,0,0,0
2018 (Jan),North West,Togdheer,Sheikh,IDP,IDP,IDP,0,0,0,0,0
2018 (Jan),North West,Sool,Laas Caanood,IDP,IDP,IDP,"3,420","2,565",855,0,0
2018 (Jan),North West,Sool,Caynabo,IDP,IDP,IDP,"1,400","1,050",350,0,0
2018 (Jan),North West,Sool,Taleex,IDP,IDP,IDP,0,0,0,0,0
2018 (Jan),North West,Sool,Xudun,IDP,IDP,IDP,0,0,0,0,0
2018 (Jan),North West,Sanaag,Ceerigaabo,IDP,IDP,IDP,810,608,203,0,0
2018 (Jan),North West,Sanaag,Ceel Afweyn,IDP,IDP,IDP,0,0,0,0,0
2018 (Jan),North West,Sanaag,Laasqoray,IDP,IDP,IDP,100,75,25,0,0
2018 (Jan),North West,Sanaag,Badhan,IDP,IDP,IDP,0,0,0,0,0
2018 (Jan),North East,Bari,Bossaso,IDP,IDP,IDP,"49,000","13,230","4,900","2,450",0
2018 (Jan),North East,Bari,Bandarbayla,IDP,IDP,IDP,0,0,0,0,0
2018 (Jan),North East,Bari,Caluula,IDP,IDP,IDP,0,0,0,0,0
2018 (Jan),North East,Bari,Iskushuban,IDP,IDP,IDP,0,0,0,0,0
2018 (Jan),North East,Bari,Qandala,IDP,IDP,IDP,0,0,0,0,0
2018 (Jan),North East,Bari,Qardho,IDP,IDP,IDP,"10,646","2,981",319,0,0
2018 (Jan),North East,Nugaal,Garoowe,IDP,IDP,IDP,"9,495","2,754",760,0,0
2018 (Jan),North East,Nugaal,Burtinle,IDP,IDP,IDP,0,0,0,0,0
2018 (Jan),North East,Nugaal,Eyl,IDP,IDP,IDP,0,0,0,0,0
2018 (Jan),North East,Mudug,Gaalkacyo,IDP,IDP,IDP,"46,322","25,940","16,676",463,0
2018 (Jan),North East,Mudug,Galdogob,IDP,IDP,IDP,20,15,5,0,0
2018 (Jan),Central,Mudug,Hobyo,IDP,IDP,IDP,"11,680","8,760","2,920",0,0
2018 (Jan),North East,Mudug,Jariiban,IDP,IDP,IDP,90,68,23,0,0
2018 (Jan),Central,Mudug,Xarardheere,IDP,IDP,IDP,"12,770","9,578","3,193",0,0
2018 (Jan),Central,Galgaduud,Dhuusamarreeb,IDP,IDP,IDP,"35,400","12,744","19,470","1,770",0
2018 (Jan),Central,Galgaduud,Cabudwaaq,IDP,IDP,IDP,"12,168","6,084","6,084",0,0
2018 (Jan),Central,Galgaduud,Cadaado,IDP,IDP,IDP,"27,000","13,500","13,500",0,0
2018 (Jan),Central,Galgaduud,Ceel Buur,IDP,IDP,IDP,"27,290","13,645","13,645",0,0
2018 (Jan),Central,Galgaduud,Ceel Dheer,IDP,IDP,IDP,"17,910","8,955","8,955",0,0
2018 (Jan),South,Hiraan,Belet Weyne,IDP,IDP,IDP,"32,410","24,308","8,103",0,0
2018 (Jan),South,Hiraan,Bulo Burto,IDP,IDP,IDP,"9,620","2,405","7,215",0,0
2018 (Jan),South,Hiraan,Jalalaqsi,IDP,IDP,IDP,"9,130","6,848","2,283",0,0
2018 (Jan),Shabelle,Middle Shabelle,Jowhar,IDP,IDP,IDP,"26,370","13,185",0,0,0
2018 (Jan),Shabelle,Middle Shabelle,Adan Yabaal,IDP,IDP,IDP,0,0,0,0,0
2018 (Jan),Shabelle,Middle Shabelle,Balcad,IDP,IDP,IDP,"22,220","11,110",0,0,0
2018 (Jan),Shabelle,Middle Shabelle,Cadale,IDP,IDP,IDP,"3,370","1,685",0,0,0
2018 (Jan),Shabelle,Lower Shabelle,Marka,IDP,IDP,IDP,"37,100","37,100",0,0,0
2018 (Jan),Shabelle,Lower Shabelle,Afgooye,IDP,IDP,IDP,"24,810","24,810",0,0,0
2018 (Jan),Shabelle,Lower Shabelle,Baraawe,IDP,IDP,IDP,"13,640","13,640",0,0,0
2018 (Jan),Shabelle,Lower Shabelle,Kurtunwaarey,IDP,IDP,IDP,"1,490","1,490",0,0,0
2018 (Jan),Shabelle,Lower Shabelle,Qoryooley,IDP,IDP,IDP,"10,890","10,890",0,0,0
2018 (Jan),Shabelle,Lower Shabelle,Sablaale,IDP,IDP,IDP,750,750,0,0,0
2018 (Jan),Shabelle,Lower Shabelle,Wanla Weyn,IDP,IDP,IDP,"14,290","14,290",0,0,0
2018 (Jan),South,Bay,Baydhaba,IDP,IDP,IDP,"20,670","7,441","10,542","2,274",0
2018 (Jan),South,Bay,Buur Hakaba,IDP,IDP,IDP,"11,770","8,828",0,0,0
2018 (Jan),South,Bay,Diinsoor,IDP,IDP,IDP,"3,330","2,498",0,0,0
2018 (Jan),South,Bay,Qansax Dheere,IDP,IDP,IDP,"4,050","2,025","2,025",0,0
2018 (Jan),South,Bakool,Xudur,IDP,IDP,IDP,"4,800","2,400","2,400",0,0
2018 (Jan),South,Bakool,Ceel Barde,IDP,IDP,IDP,"3,000","3,000",0,0,0
2018 (Jan),South,Bakool,Tayeeglow,IDP,IDP,IDP,"7,200","7,200",0,0,0
2018 (Jan),South,Bakool,Waajid,IDP,IDP,IDP,"9,000","4,500","4,500",0,0
2018 (Jan),South,Gedo,Garbahaarey,IDP,IDP,IDP,"9,000","4,500",0,0,0
2018 (Jan),South,Gedo,Baardheere,IDP,IDP,IDP,"18,000","9,000",0,0,0
2018 (Jan),South,Gedo,Belet Xaawo,IDP,IDP,IDP,"12,560","6,280",0,0,0
2018 (Jan),South,Gedo,Ceel Waaq,IDP,IDP,IDP,"13,010","6,505",0,0,0
2018 (Jan),South,Gedo,Doolow,IDP,IDP,IDP,"7,778","5,289","1,945",311,0
2018 (Jan),South,Gedo,Luuq,IDP,IDP,IDP,"16,380","8,190",0,0,0
2018 (Jan),Juba,Middle Juba,Bu'aale,IDP,IDP,IDP,"12,000","6,000",0,0,0
2018 (Jan),Juba,Middle Juba,Jilib,IDP,IDP,IDP,"8,000","4,000",0,0,0
2018 (Jan),Juba,Middle Juba,Saakow,IDP,IDP,IDP,"7,000","3,500",0,0,0
2018 (Jan),Juba,Lower Juba,Kismaayo,IDP,IDP,IDP,"10,000","1,300","7,100",100,0
2018 (Jan),Juba,Lower Juba,Afmadow,IDP,IDP,IDP,"13,000","4,030","2,860",130,0
2018 (Jan),Juba,Lower Juba,Badhaadhe,IDP,IDP,IDP,600,450,0,0,0
2018 (Jan),Juba,Lower Juba,Jamaame,IDP,IDP,IDP,"7,000","5,250",0,0,0
2018 (Jan),South,Banadir,Banadir,IDP,IDP,IDP,"369,289","107,094","114,480","33,236",0
2018 (Jul),North West,Awdal,Borama,Agro-Pastoral,Rural,Northwest Agro-pastoral,"62,026","12,405","13,956",0,0
2018 (Jul),North West,Awdal,Borama,Pastoral,Rural,West Golis Pastoral,"55,824","12,560","4,187",0,0
2018 (Jul),North West,Awdal,Borama,Pastoral,Rural,Guban Pastoral,"6,203",853,"2,714",0,0
2018 (Jul),North West,Awdal,Baki,Pastoral,Rural,Guban Pastoral,"4,507",620,"1,972",0,0
2018 (Jul),North West,Awdal,Baki,Agro-Pastoral,Rural,Northwest Agro-pastoral,"13,520","2,704","3,042",0,0
2018 (Jul),North West,Awdal,Baki,Pastoral,Rural,West Golis Pastoral,"72,107","16,224","5,408",0,0
2018 (Jul),North West,Awdal,Lughaye,Pastoral,Rural,Guban Pastoral,"79,777","10,969","34,902",0,0
2018 (Jul),North West,Awdal,Lughaye,Pastoral,Rural,West Golis Pastoral,"4,432",997,332,0,0
2018 (Jul),North West,Awdal,Zeylac,Pastoral,Rural,Guban Pastoral,"66,085","9,087","28,912",0,0
2018 (Jul),North West,Awdal,Zeylac,Pastoral,Rural,West Golis Pastoral,"2,754",620,207,0,0
2018 (Jul),North West,Woqooyi Galbeed,Hargeysa,Agro-Pastoral,Rural,Northwest Agro-pastoral,"52,432","10,486","11,797",0,0
2018 (Jul),North West,Woqooyi Galbeed,Hargeysa,Pastoral,Rural,West Golis Pastoral,"62,919","14,157","4,719",0,0
2018 (Jul),North West,Woqooyi Galbeed,Hargeysa,Pastoral,Rural,Hawd Pastoral,"94,378","14,157","14,157",0,0
2018 (Jul),North West,Woqooyi Galbeed,Berbera,Pastoral,Rural,Guban Pastoral,"38,125","5,242","16,680",0,0
2018 (Jul),North West,Woqooyi Galbeed,Berbera,Pastoral,Rural,West Golis Pastoral,"57,187","12,867","4,289",0,0
2018 (Jul),North West,Woqooyi Galbeed,Gebiley,Agro-Pastoral,Rural,Northwest Agro-pastoral,"54,801","10,960","12,330",0,0
2018 (Jul),North West,Woqooyi Galbeed,Gebiley,Pastoral,Rural,West Golis Pastoral,"10,963","2,467",822,0,0
2018 (Jul),North West,Togdheer,Burco,Pastoral,Rural,Hawd Pastoral,"43,874","6,581","6,581",0,0
2018 (Jul),North West,Togdheer,Burco,Agro-Pastoral,Rural,Togdheer Agro-pastoral,"3,134",470,470,0,0
2018 (Jul),North West,Togdheer,Burco,Pastoral,Rural,West Golis Pastoral,"3,134",705,235,0,0
2018 (Jul),North West,Togdheer,Buuhoodle,Pastoral,Rural,Hawd Pastoral,"28,902","4,335","4,335",0,0
2018 (Jul),North West,Togdheer,Owdweyne,Pastoral,Rural,Hawd Pastoral,"55,136","8,270","8,270",0,0
2018 (Jul),North West,Togdheer,Owdweyne,Pastoral,Rural,West Golis Pastoral,"5,379","1,210",403,0,0
2018 (Jul),North West,Togdheer,Owdweyne,Agro-Pastoral,Rural,Togdheer Agro-pastoral,"6,724","1,009","1,009",0,0
2018 (Jul),North West,Togdheer,Sheikh,Pastoral,Rural,West Golis Pastoral,"30,326","6,823","2,274",0,0
2018 (Jul),North West,Togdheer,Sheikh,Agro-Pastoral,Rural,Togdheer Agro-pastoral,"4,737",711,711,0,0
2018 (Jul),North West,Sool,Laas Caanood,Pastoral,Rural,Hawd Pastoral,"11,199","1,680","1,680",0,0
2018 (Jul),North West,Sool,Laas Caanood,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"11,199","1,680","1,680",0,0
2018 (Jul),North West,Sool,Caynabo,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"10,039","1,506","1,506",0,0
2018 (Jul),North West,Sool,Caynabo,Pastoral,Rural,West Golis Pastoral,335,75,25,0,0
2018 (Jul),North West,Sool,Caynabo,Pastoral,Rural,Hawd Pastoral,781,117,117,0,0
2018 (Jul),North West,Sool,Taleex,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"17,547","2,632","2,632",0,0
2018 (Jul),North West,Sool,Xudun,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"7,913","1,187","1,187",0,0
2018 (Jul),North West,Sanaag,Ceerigaabo,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","50,270","8,680","8,680",0,0
2018 (Jul),North West,Sanaag,Ceerigaabo,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"49,099","7,365","7,365",0,0
2018 (Jul),North West,Sanaag,Ceel Afweyn,Pastoral,Rural,West Golis Pastoral,"9,227","2,076",692,0,0
2018 (Jul),North West,Sanaag,Ceel Afweyn,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"30,757","4,614","4,614",0,0
2018 (Jul),North West,Sanaag,Ceel Afweyn,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","18,454","3,187","3,187",0,0
2018 (Jul),North West,Sanaag,Ceel Afweyn,Pastoral,Rural,Guban Pastoral,"3,076",423,"1,346",0,0
2018 (Jul),North West,Sanaag,Laasqoray,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"119,951","17,993","17,993",0,0
2018 (Jul),North West,Sanaag,Laasqoray,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","38,354","6,623","6,623",0,0
2018 (Jul),North East,Bari,Bossaso,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","17,361","4,497","1,499",0,0
2018 (Jul),North East,Bari,Bossaso,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"3,064",689,230,0,0
2018 (Jul),North East,Bari,Bandarbayla,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"1,324",397,132,0,0
2018 (Jul),North East,Bari,Bandarbayla,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"7,502","1,688",563,0,0
2018 (Jul),North East,Bari,Caluula,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","31,569","8,177","2,726",0,0
2018 (Jul),North East,Bari,Iskushuban,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"4,349","1,305",435,0,0
2018 (Jul),North East,Bari,Iskushuban,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"19,571","4,404","1,468",0,0
2018 (Jul),North East,Bari,Iskushuban,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","19,571","5,069","1,690",0,0
2018 (Jul),North East,Bari,Qandala,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","32,371","8,384","2,795",0,0
2018 (Jul),North East,Bari,Qandala,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"3,597",809,270,0,0
2018 (Jul),North East,Bari,Qardho,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"17,433","3,923","1,308",0,0
2018 (Jul),North East,Nugaal,Garoowe,Pastoral,Rural,Hawd Pastoral,"39,431","5,915","5,915",0,0
2018 (Jul),North East,Nugaal,Garoowe,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"80,056","18,013","6,004",0,0
2018 (Jul),North East,Nugaal,Burtinle,Pastoral,Rural,Hawd Pastoral,"29,319","4,398","4,398",0,0
2018 (Jul),North East,Nugaal,Eyl,Pastoral,Rural,Addun pastoral,"10,548","2,373","1,318",0,0
2018 (Jul),North East,Nugaal,Eyl,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"21,094","4,746","1,582",0,0
2018 (Jul),North East,Nugaal,Eyl,Pastoral,Rural,Hawd Pastoral,"14,059","2,109","2,109",0,0
2018 (Jul),North East,Nugaal,Eyl,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"17,571","5,271","1,757",0,0
2018 (Jul),North East,Mudug,Gaalkacyo,Pastoral,Rural,Addun pastoral,"14,137","2,121","2,827",0,0
2018 (Jul),Central,Mudug,Gaalkacyo,Pastoral,Rural,Addun pastoral,"14,137","2,121","2,827",0,0
2018 (Jul),North East,Mudug,Gaalkacyo,Pastoral,Rural,Hawd Pastoral,"17,279","2,592","2,592",0,0
2018 (Jul),Central,Mudug,Gaalkacyo,Pastoral,Rural,Hawd Pastoral,"17,279","2,592","2,592",0,0
2018 (Jul),North East,Mudug,Galdogob,Pastoral,Rural,Hawd Pastoral,"32,904","4,936","4,936",0,0
2018 (Jul),Central,Mudug,Hobyo,Agro-Pastoral,Rural,Cowpea Belt,"15,590","3,157","1,208",0,0
2018 (Jul),Central,Mudug,Hobyo,Pastoral,Rural,Addun pastoral,"43,652","6,548","8,730",0,0
2018 (Jul),Central,Mudug,Hobyo,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"18,708","3,742","3,742",0,0
2018 (Jul),North East,Mudug,Jariiban,Pastoral,Rural,Addun pastoral,"34,367","5,155","6,873",0,0
2018 (Jul),North East,Mudug,Jariiban,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"8,013","2,404",801,0,0
2018 (Jul),North East,Mudug,Jariiban,Pastoral,Rural,Hawd Pastoral,"7,010","1,052","1,052",0,0
2018 (Jul),Central,Mudug,Xarardheere,Agro-Pastoral,Rural,Cowpea Belt,"5,563","1,126",431,0,0
2018 (Jul),Central,Mudug,Xarardheere,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"2,332",466,466,0,0
2018 (Jul),Central,Galgaduud,Dhuusamarreeb,Pastoral,Rural,Addun pastoral,"61,562","9,234","12,312",0,0
2018 (Jul),Central,Galgaduud,Dhuusamarreeb,Pastoral,Rural,Hawd Pastoral,"3,512",527,527,0,0
2018 (Jul),Central,Galgaduud,Dhuusamarreeb,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","3,905",351,0,0,0
2018 (Jul),Central,Galgaduud,Cabudwaaq,Pastoral,Rural,Hawd Pastoral,"41,121","6,168","6,168",0,0
2018 (Jul),Central,Galgaduud,Cadaado,Pastoral,Rural,Hawd Pastoral,"26,105","3,916","3,916",0,0
2018 (Jul),Central,Galgaduud,Cadaado,Pastoral,Rural,Addun pastoral,"23,556","3,533","4,711",0,0
2018 (Jul),Central,Galgaduud,Ceel Buur,Pastoral,Rural,Addun pastoral,"24,802","3,720","4,960",0,0
2018 (Jul),Central,Galgaduud,Ceel Buur,Agro-Pastoral,Rural,Cowpea Belt,"13,228","2,679","1,025",0,0
2018 (Jul),Central,Galgaduud,Ceel Buur,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","2,067",186,0,0,0
2018 (Jul),Central,Galgaduud,Ceel Buur,Pastoral,Rural,Hawd Pastoral,"1,240",186,186,0,0
2018 (Jul),Central,Galgaduud,Ceel Dheer,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"17,357","3,471","3,471",0,0
2018 (Jul),Central,Galgaduud,Ceel Dheer,Agro-Pastoral,Rural,Cowpea Belt,"33,317","6,747","2,582",0,0
2018 (Jul),South,Hiraan,Belet Weyne,Agro-Pastoral,Rural,Southern Agro-Pastoral,"91,069","24,589","8,196",0,0
2018 (Jul),South,Hiraan,Belet Weyne,Pastoral,Rural,Hawd Pastoral,"34,313","5,147","5,147",0,0
2018 (Jul),South,Hiraan,Belet Weyne,Riverine,Rural,Riverine Pump Irrigation,"17,889","2,460","6,994","1,727",0
2018 (Jul),South,Hiraan,Belet Weyne,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","17,889","1,610",0,0,0
2018 (Jul),South,Hiraan,Bulo Burto,Agro-Pastoral,Rural,Southern Agro-Pastoral,"50,968","13,761","4,587",0,0
2018 (Jul),South,Hiraan,Bulo Burto,Riverine,Rural,Riverine Pump Irrigation,"15,291","2,103","5,978","1,476",0
2018 (Jul),South,Hiraan,Bulo Burto,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","30,583","2,752",0,0,0
2018 (Jul),South,Hiraan,Jalalaqsi,Agro-Pastoral,Rural,Southern Agro-Pastoral,"41,866","11,304","3,768",0,0
2018 (Jul),South,Hiraan,Jalalaqsi,Riverine,Rural,Riverine Pump Irrigation,"11,012","1,514","4,305","1,063",0
2018 (Jul),South,Hiraan,Jalalaqsi,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","55,080","4,957",0,0,0
2018 (Jul),Shabelle,Middle Shabelle,Jowhar,Agro-Pastoral,Rural,Sorghum High Potential Agropastoral,"44,911","10,105",0,0,0
2018 (Jul),Shabelle,Middle Shabelle,Jowhar,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","2,695",243,0,0,0
2018 (Jul),Shabelle,Middle Shabelle,Jowhar,Riverine,Rural,Riverine Gravity Irrigation,"35,929","5,569","5,569",0,0
2018 (Jul),Shabelle,Middle Shabelle,Jowhar,Agro-Pastoral,Rural,Cowpea Belt,"6,288",912,0,0,0
2018 (Jul),Shabelle,Middle Shabelle,Adan Yabaal,Agro-Pastoral,Rural,Cowpea Belt,"14,411","2,090",0,0,0
2018 (Jul),Shabelle,Middle Shabelle,Adan Yabaal,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"15,637","4,691",0,0,0
2018 (Jul),Shabelle,Middle Shabelle,Adan Yabaal,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)",613,55,0,0,0
2018 (Jul),Shabelle,Middle Shabelle,Balcad,Agro-Pastoral,Rural,Sorghum High Potential Agropastoral,"79,242","17,829",0,0,0
2018 (Jul),Shabelle,Middle Shabelle,Balcad,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"33,017","9,905",0,0,0
2018 (Jul),Shabelle,Middle Shabelle,Balcad,Riverine,Rural,Riverine Gravity Irrigation,"33,017","5,118","5,118",0,0
2018 (Jul),Shabelle,Middle Shabelle,Balcad,Agro-Pastoral,Rural,Cowpea Belt,"19,810","2,873",0,0,0
2018 (Jul),Shabelle,Middle Shabelle,Cadale,Agro-Pastoral,Rural,Cowpea Belt,"27,250","3,951",0,0,0
2018 (Jul),Shabelle,Middle Shabelle,Cadale,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"36,333","10,900",0,0,0
2018 (Jul),Shabelle,Middle Shabelle,Cadale,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","1,298",117,0,0,0
2018 (Jul),Shabelle,Lower Shabelle,Marka,Agro-Pastoral,Rural,"Southern Rainfed (Maize, Cattle and Goats)","13,559","3,559",0,0,0
2018 (Jul),Shabelle,Lower Shabelle,Marka,Riverine,Rural,Riverine Gravity Irrigation,"94,904","22,065",0,0,0
2018 (Jul),Shabelle,Lower Shabelle,Marka,Agro-Pastoral,Rural,Sorghum High Potential Agropastoral,"4,065",915,0,0,0
2018 (Jul),Shabelle,Lower Shabelle,Marka,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"2,710",813,0,0,0
2018 (Jul),Shabelle,Lower Shabelle,Afgooye,Riverine,Rural,Riverine Gravity Irrigation,"30,923","7,190",0,0,0
2018 (Jul),Shabelle,Lower Shabelle,Afgooye,Agro-Pastoral,Rural,Sorghum High Potential Agropastoral,"113,383","25,511",0,0,0
2018 (Jul),Shabelle,Lower Shabelle,Afgooye,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"2,945",884,0,0,0
2018 (Jul),Shabelle,Lower Shabelle,Baraawe,Agro-Pastoral,Rural,"Southern Rainfed (Maize, Cattle and Goats)","41,902","10,999",0,0,0
2018 (Jul),Shabelle,Lower Shabelle,Baraawe,Riverine,Rural,Riverine Gravity Irrigation,"4,656","1,083",0,0,0
2018 (Jul),Shabelle,Lower Shabelle,Kurtunwaarey,Agro-Pastoral,Rural,"Southern Rainfed (Maize, Cattle and Goats)","33,382","8,763",0,0,0
2018 (Jul),Shabelle,Lower Shabelle,Kurtunwaarey,Riverine,Rural,Riverine Gravity Irrigation,"185,122","43,041",0,0,0
2018 (Jul),Shabelle,Lower Shabelle,Kurtunwaarey,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","25,443",0,0,0,0
2018 (Jul),Shabelle,Lower Shabelle,Qoryooley,Riverine,Rural,Riverine Gravity Irrigation,"170,143","39,558",0,0,0
2018 (Jul),Shabelle,Lower Shabelle,Qoryooley,Agro-Pastoral,Rural,Sorghum High Potential Agropastoral,"36,425","8,196",0,0,0
2018 (Jul),Shabelle,Lower Shabelle,Qoryooley,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","24,700",0,0,0,0
2018 (Jul),Shabelle,Lower Shabelle,Sablaale,Agro-Pastoral,Rural,"Southern Rainfed (Maize, Cattle and Goats)",504,132,0,0,0
2018 (Jul),Shabelle,Lower Shabelle,Sablaale,Riverine,Rural,Riverine Gravity Irrigation,"14,234","3,309",0,0,0
2018 (Jul),Shabelle,Lower Shabelle,Sablaale,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)",776,0,0,0,0
2018 (Jul),Shabelle,Lower Shabelle,Wanla Weyn,Agro-Pastoral,Rural,Sorghum High Potential Agropastoral,"43,811","9,857",0,0,0
2018 (Jul),Shabelle,Lower Shabelle,Wanla Weyn,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","10,953",0,0,0,0
2018 (Jul),South,Bay,Baydhaba,Agro-Pastoral,Rural,Sorghum High Potential Agropastoral,"125,076","28,142","9,381",0,0
2018 (Jul),South,Bay,Baydhaba,Agro-Pastoral,Rural,Bay-Bakool Agro-pastoral Low Potential,"53,604","9,381","9,381",0,0
